model,dataset,frequency,term,horizon_steps,MASE,scaled_MASE,MASE_std,MASE_variance,seasonal_MASE_variance,inference_seconds,domain,reference_loss,reference_scaled_MASE,reference_inference_seconds,loss_ratio_to_reference,paired_improvement_percent
chronos2__experiment_config.instance_normalization-none,Australia_Solar,H,long,168,1.2018281745126123,0.9416618511442288,0.5483988825028004,0.3007413343303203,0.42093784470046247,0.20905262231826782,Climate,1.2762842341465261,1.0,0.36489084642380476,0.9416618511442288,5.833814885577116
chronos2__experiment_config.instance_normalization-zscore,Australia_Solar,H,long,168,1.2018281467580079,0.9416618293978156,0.5483988382750132,0.3007412858213841,0.42093784470046247,0.20932776108384132,Climate,1.2762842341465261,1.0,0.36489084642380476,0.9416618293978156,5.833817060218438
chronos2__experiment_config.instance_normalization-none,Australia_Solar,H,medium,72,1.1800124167717907,0.8682980074506915,0.6348134682146531,0.4029881394267164,0.6875907422688505,0.5053723715245724,Climate,1.3589947306642882,1.0,0.6641839258372784,0.8682980074506915,13.170199254930848
chronos2__experiment_config.instance_normalization-zscore,Australia_Solar,H,medium,72,1.1800124228402709,0.86829801191611,0.6348134291688935,0.4029880898531697,0.6875907422688505,0.5002698469907045,Climate,1.3589947306642882,1.0,0.6641839258372784,0.86829801191611,13.170198808389
chronos2__experiment_config.instance_normalization-none,Australia_Solar,H,short,24,1.0801986215576171,0.8743228947714544,0.810968166898839,0.6576693677232631,0.9323109223171446,1.6216213647276163,Climate,1.235468758758717,1.0,1.7007500659674406,0.8743228947714544,12.567710522854558
chronos2__experiment_config.instance_normalization-zscore,Australia_Solar,H,short,24,1.0801985992755336,0.8743228767361271,0.8109681491340273,0.6576693389098699,0.9323109223171446,1.6017009858042002,Climate,1.235468758758717,1.0,1.7007500659674406,0.8743228767361271,12.567712326387293
chronos_bolt__experiment_config.instance_normalization-none,Australia_Solar,H,long,168,1.201433091645914,0.9413522940282448,0.6010582387692367,0.3612710063923768,0.42093784470046247,0.8490017261356115,Climate,1.2762842341465261,1.0,0.36489084642380476,0.9413522940282448,5.864770597175517
chronos_bolt__experiment_config.instance_normalization-zscore,Australia_Solar,H,long,168,1.2014330779349105,0.9413522832853374,0.6010582225489376,0.36127098689368814,0.42093784470046247,0.8569054249674082,Climate,1.2762842341465261,1.0,0.36489084642380476,0.9413522832853374,5.864771671466262
chronos_bolt__experiment_config.instance_normalization-none,Australia_Solar,H,medium,72,1.1872985525551225,0.8736594232229001,0.6483106105803038,0.4203066477910064,0.6875907422688505,1.1164879240095615,Climate,1.3589947306642882,1.0,0.6641839258372784,0.8736594232229001,12.634057677709986
chronos_bolt__experiment_config.instance_normalization-zscore,Australia_Solar,H,medium,72,1.18729855385675,0.8736594241806871,0.6483106204313557,0.42030666056408933,0.6875907422688505,1.1331193931400776,Climate,1.3589947306642882,1.0,0.6641839258372784,0.8736594241806871,12.634057581931291
