domain,model,tasks,mean_task_MASE,scaled_MASE,total_inference_seconds,timed_tasks,relative_improvement_percent,relative_scaled_improvement_percent,mean_paired_improvement_percent,paired_percentage_tasks,reference_mean_loss,reference_total_inference_seconds
Climate,chronos2__model_config.context_length-1024,51,1.070720473647362,0.7322393196481162,45.93647350743413,51,23.198168563007037,26.776068035188384,25.191148725972866,51,1.394134037709458,296.32633063942194
Climate,chronos2__model_config.context_length-2048,51,1.0404280777668353,0.7138856585722305,84.40613964572549,51,25.371015295183263,28.611434142776947,27.097395985112882,51,1.394134037709458,296.32633063942194
Climate,chronos2__model_config.context_length-4096,51,1.0347885575089644,0.7125173051352688,144.3681710776873,51,25.775533089407464,28.74826948647312,27.285085154146344,51,1.394134037709458,296.32633063942194
Climate,chronos2__model_config.context_length-512,51,1.1161368907994942,0.7620400326205882,28.177820129320025,51,19.94048917754774,23.795996737941184,22.036313257649805,51,1.394134037709458,296.32633063942194
Climate,chronos2__model_config.context_length-8192,51,1.0394593210642906,0.7175059673406494,232.62873442098498,51,25.44050335560939,28.249403265935058,26.906578784278363,51,1.394134037709458,296.32633063942194
Climate,chronos_bolt__model_config.context_length-1024,51,1.1802292891430808,0.816398874980804,201.96851282939315,51,15.343198199064101,18.360112501919602,16.572001266359514,51,1.394134037709458,296.32633063942194
Climate,chronos_bolt__model_config.context_length-128,51,1.3014924406383936,0.9016725028520693,118.54582284763455,51,6.645099722496783,9.832749714793065,7.041961020774065,51,1.394134037709458,296.32633063942194
Climate,chronos_bolt__model_config.context_length-2048,51,1.167269048051964,0.8075665325768292,315.39170837402344,51,16.27282481605784,19.24334674231708,17.479508980246145,51,1.394134037709458,296.32633063942194
Climate,chronos_bolt__model_config.context_length-256,51,1.2583919408092572,0.8701726379118008,127.2380240149796,51,9.736660409154274,12.982736208819922,10.417178920532523,51,1.394134037709458,296.32633063942194
Climate,chronos_bolt__model_config.context_length-512,51,1.207079516064719,0.8313047238713155,146.78733603097498,51,13.41725519822089,16.869527612868453,14.837618736484792,51,1.394134037709458,296.32633063942194
Climate,ts_icl__model_config.context_length-1024,51,1.0898303780161365,0.7570364414728014,248.93859273567796,51,21.827432044718453,24.296355852719863,22.955261442540195,51,1.394134037709458,296.32633063942194
Climate,ts_icl__model_config.context_length-2048,51,1.086041731093559,0.7539015415963929,586.8657959736884,51,22.09918833357588,24.609845840360713,23.24972818726849,51,1.394134037709458,296.32633063942194
Climate,ts_icl__model_config.context_length-256,51,1.1987797927587043,0.8298685018192817,112.59334128210321,51,14.012587001441979,17.013149818071827,14.690028966384181,51,1.394134037709458,296.32633063942194
Climate,ts_icl__model_config.context_length-4096,51,1.0813619495025295,0.7521763213968419,1605.5221172645688,51,22.43486492308935,24.782367860315812,23.522704839103636,51,1.394134037709458,296.32633063942194
Climate,ts_icl__model_config.context_length-512,51,1.1243962248784634,0.7781908829499663,146.3756978213787,51,19.34805445781741,22.18091170500337,20.661954271053215,51,1.394134037709458,296.32633063942194
Economics,chronos2__model_config.context_length-1024,11,1.0899290237306314,0.674802579150791,2.44231335259974,11,25.521812874010397,32.5197420849209,29.921305441286584,11,1.4634204534099007,3.016891285777092
Economics,chronos2__model_config.context_length-2048,11,1.089231263749338,0.6744807840945368,2.3586364779621363,11,25.569492949799113,32.551921590546314,29.959358551030608,11,1.4634204534099007,3.016891285777092
Economics,chronos2__model_config.context_length-4096,11,1.089231263749338,0.6744807840945368,2.4191151056438684,11,25.569492949799113,32.551921590546314,29.959358551030608,11,1.4634204534099007,3.016891285777092
Economics,chronos2__model_config.context_length-512,11,1.0886223478250927,0.6755730820618471,2.5671803764998913,11,25.611102039164123,32.44269179381529,29.94349617324519,11,1.4634204534099007,3.016891285777092
Economics,chronos2__model_config.context_length-8192,11,1.089231263749338,0.6744807840945368,2.4868448097258806,11,25.569492949799113,32.551921590546314,29.959358551030608,11,1.4634204534099007,3.016891285777092
Economics,chronos_bolt__model_config.context_length-1024,11,1.269921364785941,0.7691341723813261,3.3013633005321026,11,13.222385143865479,23.08658276186739,18.965484844540242,11,1.4634204534099007,3.016891285777092
Economics,chronos_bolt__model_config.context_length-128,11,1.2167453391190235,0.7583198511946381,3.2446130868047476,11,16.856065781785546,24.16801488053619,20.906046364625947,11,1.4634204534099007,3.016891285777092
Economics,chronos_bolt__model_config.context_length-2048,11,1.2702632906862332,0.7693060483420933,3.357869081199169,11,13.199020300255748,23.069395165790674,18.946837538651433,11,1.4634204534099007,3.016891285777092
Economics,chronos_bolt__model_config.context_length-256,11,1.265418550230177,0.7722962212208981,3.2920105680823326,11,13.530076248310019,22.770377877910185,19.029572253295147,11,1.4634204534099007,3.016891285777092
Economics,chronos_bolt__model_config.context_length-512,11,1.2688728315098288,0.770559179073774,3.2413780130445957,11,13.294034632819196,22.944082092622597,18.949246695415777,11,1.4634204534099007,3.016891285777092
Economics,ts_icl__model_config.context_length-1024,11,1.1091043502172035,0.7070347400061283,10.706595867872238,11,24.21150410786653,29.296525999387168,26.7657926987657,11,1.4634204534099007,3.016891285777092
Economics,ts_icl__model_config.context_length-2048,11,1.1079549530667625,0.7064677651287852,10.625933177769184,11,24.290045934158687,29.353223487121483,26.828476339383954,11,1.4634204534099007,3.016891285777092
Economics,ts_icl__model_config.context_length-256,11,1.1114083483839428,0.7142208453475903,8.224409176502377,11,24.05406485919601,28.577915465240967,26.381874845172263,11,1.4634204534099007,3.016891285777092
